fid,REG,PROV,MUN,SEC,DM,TOPONIMIA,KM2,ENLACE,RUP,TOPO2
6126,03,14,01,02,04,EL GUAYABO,64.1063125379009,14010402,03,El Guayabo
6127,03,14,01,03,04,RÍO JAGUA,66.1302251298721,14010403,03,Río Jagua
6128,03,14,01,04,04,EL YAYAL,46.3980155279899,14010404,03,El Yayal
5972,05,21,02,02,01,JUAN BARÓN,10.5968601860995,21020102,05,Juan Barón
5973,05,21,02,03,01,SABANA PALENQUE,18.2113278759758,21020103,05,Sabana Palenque
6129,03,14,01,05,04,LAS CÓRCOBAS,45.8371428279277,14010405,03,Las Córcobas
5974,05,21,03,01,01,BAJOS DE HAINA (ZONA URBANA),7.37521240321309,21030101,05,Bajos De Haina (Zona Urbana)
5975,05,21,03,02,01,HAINA,5.35682251212288,21030102,05,Haina
5976,05,21,03,01,02,EL CARRIL (ZONA URBANA),2.14055089225837,21030201,05,El Carril (Zona Urbana)
5977,05,21,03,02,02,EL CAJUILITO,6.86064092454434,21030202,05,El Cajuilito
5978,05,21,03,04,02,LA PARED,10.7794390110628,21030204,05,La Pared
5979,05,21,03,02,03,PIEDRA BLANCA NORTE,2.38835885315319,21030302,05,Piedra Blanca Norte
5980,05,21,03,04,03,VILLA MARÍA,0.532272145145966,21030304,05,Villa María
5981,05,21,03,05,03,LOS BARRANCONES LOS FRÍAS,3.37426281287184,21030305,05,Los Barrancones Los Frías
5982,05,21,03,06,03,BARCEQUILLO INDUSTRIAL,0.672378102730788,21030306,05,Barcequillo Industrial
5983,05,21,04,02,01,CAMBITA GARABITOS,19.7384815908616,21040102,05,Cambita Garabitos
5984,05,21,04,03,01,HUMACHÓN,27.517654825847,21040103,05,Humachón
5985,05,21,04,04,01,LA COLONIA,20.823037773163,21040104,05,La Colonia
5986,05,21,04,05,01,LOS MANANTIALES,38.4937321038238,21040105,05,Los Manantiales
5987,05,21,04,06,01,EL TABLAZO,28.2747749322638,21040106,05,El Tablazo
5988,05,21,04,01,02,CAMBITA EL PUEBLECITO (ZONA URBANA),0.800410943567981,21040201,05,Cambita El Pueblecito (Zona Urbana)
5989,05,21,04,02,02,LLANADA GRANDE,12.3140570887109,21040202,05,Llanada Grande
5990,05,21,04,03,02,PUEBLO NUEVO,9.5306056633606,21040203,05,Pueblo Nuevo
5991,05,21,04,04,02,EL TORO,13.1628116171613,21040204,05,El Toro
6130,03,14,02,01,01,CABRERA (ZONA URBANA),2.9436527678672,14020101,03,Cabrera (Zona Urbana)
6131,03,14,02,02,01,ABREU,82.1229451997065,14020102,03,Abreu
5992,05,21,05,01,01,VILLA ALTAGRACIA (ZONA URBANA),4.5310430846303,21050101,05,Villa Altagracia (Zona Urbana)
5993,05,21,05,03,01,MANÁ DE HAINA,90.6910563343226,21050103,05,Maná De Haina
5994,05,21,05,01,02,SAN JOSÉ DEL PUERTO (ZONA URBANA),1.71153485362241,21050201,05,San José Del Puerto (Zona Urbana)
5995,05,21,05,02,02,BÁSIMA,42.5475343771513,21050202,05,Básima
6132,03,14,02,03,01,LA JAGÜITA,56.7985371224526,14020103,03,La Jagüita
5996,05,21,05,03,02,LOS MOGOTES,59.5574592791118,21050203,05,Los Mogotes
5997,05,21,05,04,02,PINO HERRADO,22.1294990238295,21050204,05,Pino Herrado
5998,05,21,05,01,03,MEDINA (ZONA URBANA),1.21795920547713,21050301,05,Medina (Zona Urbana)
5999,05,21,05,02,03,LOMA VERDE,1.42871387711627,21050302,05,Loma Verde
6000,05,21,05,04,03,CASTAÑO,1.58626853255668,21050304,05,Castaño
6001,05,21,05,05,03,MEDINA,15.0920731781552,21050305,05,Medina
6002,05,21,05,01,04,LA CUCHILLA (ZONA URBANA),3.06516634401783,21050401,05,La Cuchilla (Zona Urbana)
6134,03,14,02,01,02,ARROYO SALADO (ZONA URBANA),2.26050829759334,14020201,03,Arroyo Salado (Zona Urbana)
6003,05,21,05,02,04,LA CUCHILLA,6.91996779551835,21050402,05,La Cuchilla
6004,05,21,05,03,04,EL AGUACERO,7.39421989751245,21050403,05,El Aguacero
6138,03,14,02,05,02,SAN RAFAEL,8.27843593560327,14020205,03,San Rafael
6005,05,21,05,04,04,EL CAOBAL,9.85896650781529,21050404,05,El Caobal
6006,05,21,05,05,04,EL CIDRAL,56.6636379068797,21050405,05,El Cidral
6007,05,21,05,06,04,EL CIDRAL (LA REPRESA),12.0518503892732,21050406,05,El Cidral (La Represa)
6008,05,21,06,01,01,YAGUATE (ZONA URBANA),1.86989694534469,21060101,05,Yaguate (Zona Urbana)
6009,05,21,06,02,01,LAS GALLARDAS,18.4881088064669,21060102,05,Las Gallardas
6010,05,21,06,04,01,MANÁ DE YAGUATE,86.0870450272677,21060104,05,Maná De Yaguate
6139,03,14,02,01,03,LA ENTRADA (ZONA URBANA),0.993727721602763,14020301,03,La Entrada (Zona Urbana)
6086,10,32,06,04,02,VILLA LINDA,0.499741171728388,32060204,10,Villa Linda
6087,10,32,06,01,03,PANTOJA (ZONA URBANA),6.24677237983593,32060301,10,Pantoja (Zona Urbana)
6088,10,32,07,01,01,PEDRO BRAND (ZONA URBANA),11.1747674036532,32070101,10,Pedro Brand (Zona Urbana)
6117,03,14,01,02,02,CEJA DEL JOBO,49.9550554487753,14010202,03,Ceja Del Jobo
6118,03,14,01,03,02,CRUCE DE RINCÓN,34.4036570773115,14010203,03,Cruce De Rincón
6119,03,14,01,04,02,LOS YAYALES,34.166967004888,14010204,03,Los Yayales
6120,03,14,01,01,03,LAS GORDAS (ZONA URBANA),1.55906073443466,14010301,03,Las Gordas (Zona Urbana)
6122,03,14,01,03,03,BOBA,13.0084523092339,14010303,03,Boba
6123,03,14,01,05,03,MATA BONITA,52.0959708958169,14010305,03,Mata Bonita
6133,03,14,02,04,01,EL JAMO,19.3274993888557,14020104,03,El Jamo
6135,03,14,02,02,02,BAOBA DEL PIÑAL,25.433695151889,14020202,03,Baoba Del Piñal
6136,03,14,02,03,02,SAN ISIDRO,18.3034645073143,14020203,03,San Isidro
6137,03,14,02,04,02,PAYITA,7.60488867138929,14020204,03,Payita
6143,03,14,03,04,01,TELANZA,6.9676068814701,14030104,03,Telanza
6144,03,14,03,05,01,LOS INDIOS,14.2229503169492,14030105,03,Los Indios
6153,03,14,02,03,03,LA CAPILLA,24.0189665752109,14020303,03,La Capilla
6154,01,25,01,03,01,EL PAPAYO,5.13211945667282,25010103,01,El Papayo
6163,01,25,01,04,06,LA CIÉNAGA,4.25900515798106,25010604,01,La Ciénaga
6164,01,25,01,05,06,EL RANCHITO PICHE,18.2633613155409,25010605,01,El Ranchito Piche
6169,01,25,01,02,07,HATO DEL YAQUE,8.14840544610478,25010702,01,Hato Del Yaque
6174,01,25,02,03,01,ESTANCIA DEL YAQUE,9.04116864761125,25020103,01,Estancia Del Yaque
6175,01,25,02,05,01,LA VILLA NUEVA,14.4231713165954,25020105,01,La Villa Nueva
6179,01,25,03,01,01,JÁNICO (ZONA URBANA),1.27635760263291,25030101,01,Jánico (Zona Urbana)
6180,01,25,03,02,01,CAGÜEYES,20.9548540113136,25030102,01,Cagüeyes
6181,01,25,03,03,01,CEBÚ,17.4166784040997,25030103,01,Cebú
6182,01,25,03,05,01,JAGUA ABAJO,23.2107237662403,25030105,01,Jagua Abajo
6183,01,25,03,06,01,LOMA DEL CORRAL,12.1286503013462,25030106,01,Loma Del Corral
6194,01,25,04,02,01,LA CRUZ DE MARÍA FRANCISCA,3.52215033847797,25040102,01,La Cruz De María Francisca
6196,01,25,04,02,02,LAS PALOMAS ARRIBA,4.34975414700649,25040202,01,Las Palomas Arriba
6210,01,25,05,10,02,NARANJO BOJÓN,15.1333043897309,25050210,01,Naranjo Bojón
6211,01,25,05,11,02,PANANAO,18.851114918007,25050211,01,Pananao
6212,01,25,05,12,02,EL RUBIO,39.2666229370221,25050212,01,El Rubio
6213,01,25,05,01,03,LA CUESTA (ZONA URBANA),2.82323884573329,25050301,01,La Cuesta (Zona Urbana)
6214,01,25,05,02,03,JAIQUI PICADO,24.2003933935176,25050302,01,Jaiqui Picado
6215,01,25,05,04,03,GUAMA,17.9630779457438,25050304,01,Guama
6216,01,25,05,06,03,LOMA QUEMADA,5.88854026988661,25050306,01,Loma Quemada
6217,01,25,05,07,03,CUESTA ABAJO,33.7835919848298,25050307,01,Cuesta Abajo
6235,01,25,07,01,02,PALMAR ARRIBA (ZONA URBANA),2.88288639322399,25070201,01,Palmar Arriba (Zona Urbana)
6236,01,25,07,02,02,PALMAR ARRIBA,11.757196918348,25070202,01,Palmar Arriba
6237,01,25,07,01,03,EL LIMÓN (ZONA URBANA),1.4724655794213,25070301,01,El Limón (Zona Urbana)
6238,01,25,07,02,03,MACORÍS DEL LIMÓN,17.9526704143198,25070302,01,Macorís Del Limón
6239,01,25,07,05,03,EL LIMÓN,3.99732666163422,25070305,01,El Limón
6240,01,25,08,01,01,PUÑAL (ZONA URBANA),5.79965093871164,25080101,01,Puñal (Zona Urbana)
6241,01,25,08,03,01,ARENOSO,7.83472718522155,25080103,01,Arenoso
6242,01,25,08,04,01,LA JABILLA,2.78843079809706,25080104,01,La Jabilla
6243,01,25,08,01,02,GUAYABAL (ZONA URBANA),3.56932630492342,25080201,01,Guayabal (Zona Urbana)
6244,01,25,08,02,02,ESTANCIA NUEVA,7.5973620839065,25080202,01,Estancia Nueva
6245,01,25,08,04,02,GUAYABAL,1.61354265940491,25080204,01,Guayabal
6246,01,25,08,01,03,CANABACOA (ZONA URBANA),2.52108723045351,25080301,01,Canabacoa (Zona Urbana)
6252,01,25,10,04,01,SAN JOSÉ ADENTRO,10.2140376089749,25100104,01,San José Adentro
6253,01,25,10,07,04,LA LIMA,10.5520639450155,25100407,01,La Lima
6254,01,25,05,07,02,MAGUÁ,21.3295426807688,25050207,01,Maguá
6255,01,25,01,04,07,EL FLÚMER,7.01719070209398,25010704,01,El Flúmer
6256,01,25,02,04,01,LA LOMOTA,3.38129244922688,25020104,04,La Lomota
6257,01,25,06,05,02,CANCA LAS AROMAS,6.72287740124309,25060205,01,Canca Las Aromas
6258,01,25,01,01,08,SANTIAGO OESTE (ZONA URBANA),9.42853833330615,25010801,01,Santiago Oeste (Zona Urbana)
6259,01,25,01,02,08,PARADA 7,7.2063795558595,25010802,01,Parada 7
6260,01,25,01,02,01,EL INGENIO ABAJO,3.1144957469073,25010102,01,El Ingenio Abajo
6261,01,25,01,01,06,LAS TRES CRUCES,14.0631537557603,25010601,01,Las Tres Cruces
6262,01,25,01,09,01,PONTEZUELA AL MEDIO,3.59219158386224,25010109,01,Pontezuela Al Medio
6263,01,25,01,07,01,MONTE ADENTRO ABAJO,6.72764059176473,25010107,01,Monte Adentro Abajo
6264,01,25,06,08,01,LAS BOCAS DEL LICEY,13.003662064547,25060108,01,Las Bocas Del Licey
6265,01,25,08,03,02,PALO AMARILLO,7.02163096190732,25080203,01,Palo Amarillo
6288,01,25,08,06,01,LAGUNA PRIETA,3.09783862285278,25080106,01,Laguna Prieta
6289,01,25,10,02,01,LA JAGUA,3.06934188858234,25100102,01,La Jagua
6291,05,21,06,03,02,LA SIERRA,6.37404051703942,21060203,05,La Sierra
6292,01,18,01,05,02,YÁSICA ARRIBA,24.0880477993375,18010205,01,Yásica Arriba
6295,05,21,06,02,02,LOS BRUJANES,6.86265822049144,21060202,05,Los Brujanes
6296,01,18,07,03,01,SABANETA DE CANGREJOS,72.8623649541141,18070103,01,Sabaneta De Cangrejos
6297,01,18,07,03,01,SABANETA DE CANGREJOS,2.12887940033912,18070103,01,Sabaneta De Cangrejos
6298,01,18,01,04,03,DON GREGORIO,7.64588368308617,18010304,01,Don Gregorio
6299,01,18,06,03,01,CAMBIASO,16.2038569155884,18060103,01,Cambiaso
6300,01,18,01,02,01,EL CUPEY,62.7945360046208,18010102,01,El Cupey
6301,01,18,01,08,03,CAMBIASO,10.7870935329477,18010308,01,Cambiaso
6302,01,18,05,02,02,VISTA ALEGRE,32.2761803598482,18050202,01,Vista Alegre
6303,01,18,06,03,04,ARROYO AMARGO,13.9026544630574,18060403,01,Arroyo Amargo
6304,09,29,04,04,01,LOS JOBILLOS,37.6330311099207,29040104,09,Los Jobillos
6306,01,18,05,04,01,UNIJICA,29.1642460044747,18050104,01,Unijica
6307,01,18,01,05,01,TUBAGUA,93.8108908482868,18010105,01,Tubagua
6308,09,23,06,01,01,GUAYACANES (ZONA URBANA),4.18025860996715,23060101,09,Guayacanes (Zona Urbana)
6312,01,25,07,03,03,EL AGUACATE,4.01416840016809,25070303,01,El Aguacate
6313,02,24,01,03,01,HATILLO,90.8529429922889,24010103,02,Sabana Grande Abajo
6314,08,11,01,03,04,EL SALADO,299.330542081618,11010403,08,El Salado
6315,10,01,01,01,01,SANTO DOMINGO (ZONA URBANA),91.2874681181036,01010101,10,Santo Domingo (Zona Urbana)
6316,08,08,01,04,04,SANTA LUCÍA,82.367482968626,08010404,08,Santa Lucía
6317,08,11,01,03,01,SANTANA,226.075808657192,11010103,08,Santana
6318,08,08,01,03,01,CAMPIÑA,194.099260417739,08010103,08,Campiña
6319,08,08,01,06,01,EL CUEY,200.108844090409,08010106,08,El Cuey
6327,05,21,04,01,01,CAMBITA GARABITOS (ZONA URBANA),1.63393477920852,21040101,05,Cambita Garabitos (Zona Urbana)
6328,01,09,01,04,06,SAN JOSÉ (ANTIGUO LICEY AL MEDIO),6.19152065163111,09010604,01,San José (Antiguo Licey Al Medio)
6346,02,24,04,03,02,LA PIEDRA,13.4232498871606,24040203,02,La Piedra
6364,06,07,06,04,01,SABANA DE LA LOMA,3.05048375267606,07060104,07,Sabana De La Loma
6365,05,02,02,05,01,CARACOLES,10.3421823083573,02020105,07,Caracoles
6366,07,10,02,02,02,LAS BAITOAS,163.719614520082,10020202,06,Las Baitoas
6367,07,10,05,02,02,BATEY 7,105.881869096522,10050202,06,Batey 7
6368,02,28,03,03,01,EL 77,43.4178798592971,28030103,02,El 77
6369,02,28,03,03,02,LA MINITA,12.4863379105447,28030203,02,La Minita
6370,02,28,01,02,06,LOS QUEMADOS,80.3709728793722,28010602,02,Los Quemados
6373,02,28,01,04,03,EL OCHO,2.82277706734198,28010304,02,El Ocho
6374,02,28,01,03,03,BOCA DE JUMA ZONA URBANA,20.7017618742612,28010303,02,Boca De Juma
