fid,REG,PROV,MUN,SEC,DM,TOPONIMIA,KM2,ENLACE,RUP,TOPO2
5479,01,09,03,04,02,LA PIRAGUA,17.5822422515191,09030204,01,La Piragua
5480,01,09,03,01,03,VERAGUA (ZONA URBANA),4.20593657940999,09030301,01,Veragua (Zona Urbana)
5481,01,09,03,02,03,BATEY GINEBRA,15.5206499790159,09030302,01,Batey Ginebra
5482,01,09,03,03,03,RINCÓN DE VERAGUA,16.0860555626437,09030303,01,Rincón De Veragua
5483,01,09,03,04,03,CAÑO DULCE,29.0298466126847,09030304,01,Caño Dulce
5484,01,09,03,01,04,VILLA MAGANTE (ZONA URBANA),3.3926871494618,09030401,01,Villa Magante (Zona Urbana)
5485,01,09,03,02,04,VEREDA AL MEDIO,22.95578287113,09030402,01,Vereda Al Medio
5486,01,09,03,03,04,LA CANTERA,12.1505947694295,09030403,01,La Cantera
5487,01,09,03,04,04,LAS TRES CEIBAS,24.9709951900131,09030404,01,Las Tres Ceibas
5488,01,09,04,01,01,JAMAO AL NORTE (ZONA URBANA),5.02567240674496,09040101,01,Jamao Al Norte (Zona Urbana)
5489,01,09,04,03,01,LOS BRAZOS,10.9007622272147,09040103,01,Los Brazos
5490,01,09,04,04,01,LA FILIPINA,27.0197603676557,09040104,01,La Filipina
5491,01,09,04,05,01,LAS CAOBAS,54.3222220845617,09040105,01,Las Caobas
5492,01,09,05,01,01,SAN VÍCTOR (ZONA URBANA),3.50118044152949,09050101,01,San Víctor (Zona Urbana)
5493,01,09,05,02,01,EL CAIMITO,38.8463564041312,09050102,01,El Caimito
5494,01,09,05,03,01,ALTO DE LOS POZOS (VILLA CAFETALERA),8.94289890304554,09050103,01,Alto De Los Pozos (Villa Cafetalera)
5495,01,09,05,04,01,PUERTO GRANDE (PUESTO GRANDE),8.05827134773205,09050104,01,Puerto Grande (Puesto Grande)
5496,01,09,05,05,01,LOS AMACEYES ARRIBA,8.22593533788111,09050105,01,Los Amaceyes Arriba
5497,01,09,05,06,01,LA CEIBA DE MADERA,9.98358703594775,09050106,01,La Ceiba De Madera
5498,01,09,05,07,01,CUERO DURO,8.29004641128716,09050107,01,Cuero Duro
5499,01,09,05,08,01,SAN VÍCTOR ARRIBA,4.95920075644379,09050108,01,San Víctor Arriba
5500,01,18,01,01,01,SAN FELIPE DE PUERTO PLATA (ZONA URBANA),32.6824778611277,18010101,01,San Felipe De Puerto Plata (Zona Urbana)
5501,01,18,01,03,01,LOS MAMEYES,4.46571050952408,18010103,01,Los Mameyes
5502,01,18,01,04,01,SABANA GRANDE,16.1334994844358,18010104,01,Sabana Grande
5503,01,18,01,06,01,MAGGIOLO,42.5215695923286,18010106,01,Maggiolo
5504,01,18,01,01,02,YÁSICA ARRIBA (ZONA URBANA),1.16368269373179,18010201,01,Yásica Arriba (Zona Urbana)
5505,01,18,01,02,02,YÁSICA ABAJO,50.7882529810422,18010202,01,Yásica Abajo
5506,01,18,01,03,02,GURABITO DE YAROA,28.4639562495278,18010203,01,Gurabito De Yaroa
5507,01,18,01,04,02,VILLA GENERAL BENITO MARTÍNEZ,23.2472894074733,18010204,01,Villa General Benito Martínez
5508,01,18,01,01,03,MAIMÓN (ZONA URBANA),2.40684404129723,18010301,01,Maimón (Zona Urbana)
5509,01,18,01,03,03,SAN CRISTÓBAL,9.71384067425597,18010303,01,San Cristóbal
5510,01,18,01,05,03,LOS TEJADA,5.06375383924964,18010305,01,Los Tejada
5511,01,18,01,06,03,LAS AVISPAS,27.450099729124,18010306,01,Las Avispas
5512,01,18,01,07,03,GUZMANCITO,59.4612574920274,18010307,01,Guzmancito
5513,01,18,02,01,01,ALTAMIRA (ZONA URBANA),2.00162041592597,18020101,01,Altamira (Zona Urbana)
5514,01,18,02,02,01,EL MAMEY,16.1360186971409,18020102,01,El Mamey
5515,01,18,02,03,01,ESCALERA,19.8961104327013,18020103,01,Escalera
5516,01,18,02,04,01,HIGÜERO,13.8573649281972,18020104,01,Higüero
5517,01,18,02,05,01,LOS LLANOS,18.020166976357,18020105,01,Los Llanos
5518,01,18,02,06,01,PALMAR GRANDE,23.2043153465298,18020106,01,Palmar Grande
5519,01,18,02,07,01,QUEBRADA HONDA,10.7921949609494,18020107,01,Quebrada Honda
5520,01,18,02,01,02,RÍO GRANDE (ZONA URBANA),4.10855608206262,18020201,01,Río Grande (Zona Urbana)
5521,01,18,02,02,02,RÍO GRANDE ABAJO,7.02935431459478,18020202,01,Río Grande Abajo
5522,01,18,02,03,02,RÍO GRANDE AL MEDIO,2.83102938099063,18020203,01,Río Grande Al Medio
5523,01,18,02,04,02,RÍO GRANDE ARRIBA,6.02099712034317,18020204,01,Río Grande Arriba
5524,01,18,02,05,02,RANCHO ARRIBA,25.3222851259576,18020205,01,Rancho Arriba
5525,01,18,02,06,02,PESCADO BOBO ARRIBA,30.736258790071,18020206,01,Pescado Bobo Arriba
5526,01,18,03,01,01,GUANANICO (ZONA URBANA),1.68469911629743,18030101,01,Guananico (Zona Urbana)
5527,01,18,03,02,01,FUNDACIÓN,12.3537491465042,18030102,01,Fundación
5528,01,18,03,03,01,LA ALTAGRACIA,11.5418936078562,18030103,01,La Altagracia
5529,01,18,03,04,01,LA CABIRMA,12.4047475226533,18030104,01,La Cabirma
5530,01,18,03,05,01,HOYA GRANDE,9.9463844193629,18030105,01,Hoya Grande
5531,01,18,03,06,01,PARADERO,5.11168906477777,18030106,01,Paradero
5532,01,18,03,07,01,RANCHO VIEJO,6.61380755467721,18030107,01,Rancho Viejo
5533,01,18,04,01,01,IMBERT (ZONA URBANA),1.78653024562759,18040101,01,Imbert (Zona Urbana)
5534,01,18,04,02,01,CABIA,33.4587446093198,18040102,01,Cabia
5535,01,18,04,03,01,CAONAO,22.4352618831287,18040103,01,Caonao
5536,01,18,04,04,01,LAS CANAS,22.4409273372818,18040104,01,Las Canas
5537,01,18,04,05,01,PÉREZ,53.1443267572435,18040105,01,Pérez
5538,01,18,04,06,01,SABALLO,32.8708842134439,18040106,01,Saballo
5539,01,18,05,01,01,LOS HIDALGOS (ZONA URBANA),1.21016628779499,18050101,01,Los Hidalgos (Zona Urbana)
5540,01,18,05,03,01,MARMOLEJOS,24.8732668104627,18050103,04,Marmolejos
5541,01,18,05,01,02,NAVAS (ZONA URBANA),0.365750016688821,18050201,01,Navas (Zona Urbana)
5542,01,18,06,01,01,LUPERÓN (ZONA URBANA),4.83530875479221,18060101,01,Luperón (Zona Urbana)
5543,01,18,06,02,01,BARRANCÓN,40.3539758699241,18060102,01,Barrancón
5544,01,18,06,04,01,EL HIGO,12.816613567573,18060104,01,El Higo
5545,01,18,06,05,01,LA SABANA,57.3411218310674,18060105,01,La Sabana
5546,01,18,06,06,01,RANCHITO DE LOS VARGAS,14.9961776507683,18060106,01,Ranchito De Los Vargas
5547,01,18,06,01,02,LA ISABELA (ZONA URBANA),3.30001127097048,18060201,01,La Isabela (Zona Urbana)
5548,01,18,06,02,02,CANDELÓN,31.574171106651,18060202,01,Candelón
5549,01,18,06,03,02,LA ISABELA,9.76072702348041,18060203,01,La Isabela
5550,01,18,06,01,03,BELLOSO (ZONA URBANA),1.42400093960678,18060301,01,Belloso (Zona Urbana)
5551,01,18,06,02,03,BELLOSO,20.9204928825839,18060302,01,Belloso
5552,01,18,06,03,03,CERRO DE NAVAS,9.16193417671011,18060303,01,Cerro De Navas
5553,01,18,06,01,04,EL ESTRECHO DE LUPERÓN OMAR BROSS (ZONA URBANA),1.31317861391388,18060401,01,El Estrecho De Luperón Omar Bross (Zona Urbana)
6155,01,25,01,04,01,GURABO ABAJO,2.46819554637765,25010104,01,Gurabo Abajo
6156,01,25,01,06,01,LAS CHARCAS,13.7545242505272,25010106,01,Las Charcas
6157,01,25,01,08,01,SANTIAGO DE LOS CABALLEROS (ZONA URBANA),80.0621209967421,25010108,01,Santiago De Los Caballeros (Zona Urbana)
5554,01,18,06,04,04,MARTÍN ALONZO,6.900198964112,18060404,01,Martín Alonzo
5555,01,18,07,01,01,SOSÚA (ZONA URBANA),4.93776251478174,18070101,01,Sosúa (Zona Urbana)
5556,01,18,07,02,01,MADRE VIEJA,54.0464635087293,18070102,01,Madre Vieja
5557,01,18,07,01,02,CABARETE (ZONA URBANA),4.01871372333697,18070201,01,Cabarete (Zona Urbana)
5558,01,18,07,03,02,LA GOLETA,34.3959225452234,18070203,01,La Goleta
5559,01,18,07,02,03,SABANETA DE YÁSICA,11.1468515009002,18070302,01,Sabaneta De Yásica
6075,10,32,05,04,01,ENJUAGADOR,28.4826270231832,32050104,10,Enjuagador
6076,10,32,05,05,01,MATA DE PALMA,50.7222951780793,32050105,10,Mata De Palma
6077,10,32,05,06,01,BELLA VISTA,18.2169949896277,32050106,10,Bella Vista
6078,10,32,05,01,02,ESTORGA (ZONA URBANA),1.2776121486707,32050201,10,Estorga (Zona Urbana)
6079,10,32,05,02,02,BATEY II,11.4385435463422,32050202,10,Batey Ii
5560,01,18,07,03,03,LOS CANTABILLOS,10.1927075822841,18070303,01,Los Cantabillos
5561,01,18,08,01,01,VILLA ISABELA (ZONA URBANA),1.97105776620635,18080101,01,Villa Isabela (Zona Urbana)
5562,01,18,08,03,01,LA BALSA,12.9584056066261,18080103,01,La Balsa
5563,01,18,08,01,02,ESTERO HONDO (ZONA URBANA),2.2706529757912,18080201,01,Estero Hondo (Zona Urbana)
5564,01,18,08,02,02,LOS PILONES,27.8056596627545,18080202,01,Los Pilones
5565,01,18,08,03,02,RANCHO MANUEL,38.2957860031218,18080203,01,Rancho Manuel
5566,01,18,08,01,03,LA JAIBA (ZONA URBANA),3.29705411935108,18080301,01,La Jaiba (Zona Urbana)
5567,01,18,08,01,04,GUALETE (ZONA URBANA),2.25407596663308,18080401,01,Gualete (Zona Urbana)
6080,10,32,05,03,02,KILÓMETRO 36B,3.28839239054189,32050203,10,Kilómetro 36B
6081,10,32,06,01,01,LOS ALCARRIZOS (ZONA URBANA),15.7530910357183,32060101,10,Los Alcarrizos (Zona Urbana)
6082,10,32,06,02,01,SANTA ROSA,15.9477812784486,32060102,10,Santa Rosa
5568,01,18,09,01,01,VILLA MONTELLANO (ZONA URBANA),2.04710155937677,18090101,01,Villa Montellano (Zona Urbana)
5569,01,18,09,02,01,ARROYO DE LECHE,18.8303548753132,18090102,01,Arroyo De Leche
6158,01,25,01,01,05,LA CANELA (ZONA URBANA),1.52691914782299,25010501,01,La Canela (Zona Urbana)
6159,01,25,01,02,05,HATILLO SAN LORENZO,70.7315199406843,25010502,01,Hatillo San Lorenzo
6160,01,25,01,03,05,SABANA GRANDE DE BATEY I,21.4317699378721,25010503,01,Sabana Grande De Batey I
6161,01,25,01,01,06,SAN FRANCISCO DE JACAGUA (ZONA URBANA),3.18683669925784,25010601,01,San Francisco De Jacagua (Zona Urbana)
6162,01,25,01,02,06,JACAGUA ADENTRO,10.2181785430363,25010602,01,Jacagua Adentro
5570,01,18,09,03,01,BOCA NUEVA,4.19120162073177,18090103,01,Boca Nueva
6165,01,25,01,07,06,EL AGUACATE,3.50019549219461,25010607,01,El Aguacate
5571,01,18,09,04,01,CANGREJO,3.30311327309411,18090104,01,Cangrejo
5572,01,18,09,05,01,CARABALLO,10.917673630311,18090105,01,Caraballo
5573,01,18,09,06,01,LOS CIRUELOS,14.684323669615,18090106,01,Los Ciruelos
5574,02,24,01,01,01,COTUÍ (ZONA URBANA),8.9924937720244,24010101,02,Cotuí (Zona Urbana)
5575,02,24,01,05,01,LOS CERROS,81.6417935855449,24010105,02,Los Cerros
5576,02,24,01,01,02,QUITA SUEÑO (ZONA URBANA),2.93247620186147,24010201,02,Quita Sueño (Zona Urbana)
5577,02,24,01,03,02,LA ESTANCIA,7.24930069037189,24010203,02,La Estancia
5578,02,24,01,04,02,LOS TRANSFORMADORES,3.94177585726769,24010204,02,Los Transformadores
5579,02,24,01,01,03,CABALLERO (ZONA URBANA),0.575333690864703,24010301,02,Caballero (Zona Urbana)
5580,02,24,01,02,03,SABANA DE CABALLERO,19.8159395316901,24010302,02,Sabana De Caballero
5581,02,24,01,03,03,LOS PALMARITOS,6.69594732099758,24010303,02,Los Palmaritos
5582,02,24,01,04,03,ATALAYA,26.5664954719504,24010304,02,Atalaya
5583,02,24,01,01,04,LA SABANA DE COMEDERO (ZONA URBANA),0.33560090196421,24010401,02,La Sabana De Comedero (Zona Urbana)
6166,01,25,01,09,06,LOS GUINEOS,1.85716190716295,25010609,01,Los Guineos
6167,01,25,01,10,06,LA DELGADA,7.00165268670583,25010610,01,La Delgada
6168,01,25,01,11,06,SALAMANCA,10.0733289999703,25010611,01,Salamanca
5584,02,24,01,02,04,LOS BARRAQUITOS,9.27586141987632,24010402,02,Los Barraquitos
5585,02,24,01,03,04,LOS PINOS,25.0883060147316,24010403,02,Los Pinos
5586,02,24,01,04,04,LOS CABORÍES,13.1143356665488,24010404,02,Los Caboríes
5587,02,24,01,01,05,PLATANAL (ZONA URBANA),0.709558659775461,24010501,02,Platanal (Zona Urbana)
5588,02,24,01,02,05,PLATANAL,22.9571718356769,24010502,02,Platanal
5589,02,24,01,03,05,ALTO DE CASIANO,10.9790698183937,24010503,02,Alto De Casiano
5590,02,24,01,04,05,CHACUEY,17.7373918662984,24010504,02,Chacuey
5591,02,24,01,05,05,BABARÍ,9.28739224745143,24010505,02,Babarí
5592,02,24,01,01,06,ZAMBRANA ABAJO (ZONA URBANA),2.46835949980686,24010601,02,Zambrana Abajo (Zona Urbana)
5593,02,24,01,02,06,EL LIMPIO,26.0207782179919,24010602,02,El Limpio
5594,02,24,01,03,06,ZAMBRANA ARRIBA,37.3887852918924,24010603,02,Zambrana Arriba
5595,02,24,01,04,06,SABANA LARGA,2.69685690100443,24010604,02,Sabana Larga
5596,02,24,01,05,06,CHACUEY MALDONADO ARRIBA,74.3224417599888,24010605,02,Chacuey Maldonado Arriba
5597,02,24,01,06,06,LAS LAGUNAS,61.6183657260742,24010606,02,Las Lagunas
5598,02,24,01,07,06,TOCOA,10.4110144216845,24010607,02,Tocoa
5599,02,24,02,01,01,CEVICOS (ZONA URBANA),2.67024997857366,24020101,02,Cevicos (Zona Urbana)
5600,02,24,02,02,01,ABADESA,145.227499858666,24020102,02,Abadesa
5601,02,24,02,03,01,BATERO,50.2631231496884,24020103,02,Batero
5602,02,24,02,01,02,LA CUEVA (ZONA URBANA),2.00746461271289,24020201,02,La Cueva (Zona Urbana)
5603,02,24,02,02,02,LA CUEVA,29.0806931254597,24020202,02,La Cueva
5604,02,24,02,03,02,SABANA GRANDE,14.8905987581714,24020203,02,Sabana Grande
5605,02,24,03,01,01,FANTINO (ZONA URBANA),2.54894067180415,24030101,02,Fantino (Zona Urbana)
5606,02,24,03,02,01,SAN MIGUEL,47.0248967424521,24030102,02,San Miguel
5607,02,24,03,03,01,SIERRA PRIETA,39.4118534978169,24030103,02,Sierra Prieta
5608,02,24,04,01,01,VILLA LA MATA (ZONA URBANA),4.29465044484459,24040101,02,Villa La Mata (Zona Urbana)
5609,02,24,04,02,01,LOS COROZOS,32.1368439633226,24040102,02,Los Corozos
5610,02,24,04,01,02,LA BIJA (ZONA URBANA),1.2725836413237,24040201,02,La Bija (Zona Urbana)
5611,02,24,04,02,02,LA SOLEDAD,12.723658896699,24040202,02,La Soledad
5612,02,24,04,04,02,EL CANAL MAYOR,7.52897576005112,24040204,02,El Canal Mayor
5613,02,24,04,01,03,ANGELINA (ZONA URBANA),2.14095970564721,24040301,02,Angelina (Zona Urbana)
5614,02,24,04,02,03,CRUCE DE ANGELINA,15.4959334658559,24040302,02,Cruce De Angelina
5615,02,24,04,03,03,PADRE FANTINO,2.01774489528028,24040303,02,Padre Fantino
5616,02,24,04,04,03,LA CRUZ DE ANGELINA,13.4040885401655,24040304,02,La Cruz De Angelina
5617,02,24,04,05,03,EL LIMONCITO,7.87028110304236,24040305,02,El Limoncito
5618,02,24,04,01,04,HERNANDO ALONZO (ZONA URBANA),0.711161336396159,24040401,02,Hernando Alonzo (Zona Urbana)
6170,01,25,01,03,07,VILLA BAO,2.18051954565282,25010703,01,Villa Bao
6171,01,25,01,05,07,GUAYACANAL,21.2749396057869,25010705,01,Guayacanal
6172,01,25,02,01,01,BISONÓ (ZONA URBANA),14.1140340352967,25020101,01,Bisonó (Zona Urbana)
6173,01,25,02,02,01,CAÑADA BONITA,28.4925709565886,25020102,01,Cañada Bonita
5619,02,24,04,02,04,LA GUAMITA,10.2240651336095,24040402,02,La Guamita
5620,02,24,04,03,04,LA CANA,20.1430798997471,24040403,02,La Cana
5621,02,24,04,04,04,HERNANDO ALONZO,47.0662666392802,24040404,02,Hernando Alonzo
5622,02,28,01,01,01,BONAO (ZONA URBANA),13.1872257810366,28010101,02,Bonao (Zona Urbana)
5623,02,28,01,01,02,SABANA DEL PUERTO (ZONA URBANA),0.348417623967299,28010201,02,Sabana Del Puerto (Zona Urbana)
5624,02,28,01,02,02,PALERO,106.045148054375,28010202,02,Palero
5625,02,28,01,03,02,JIMA,27.1693645905897,28010203,02,Jima
5626,02,28,01,03,03,BOCA DE JUMA,20.7017618742612,28010303,02,Boca De Juma
5627,02,28,01,01,04,ARROYO TORO - MASIPEDRO (ZONA URBANA),0.409890508906956,28010401,02,Arroyo Toro - Masipedro (Zona Urbana)
5628,02,28,01,02,04,EL CRUCE,56.8724649518363,28010402,02,El Cruce
5629,02,28,01,03,04,LOS BLEOS,41.5195608887006,28010403,02,Los Bleos
5630,02,28,01,04,04,EL COCO,4.53034320170468,28010404,02,El Coco
5631,02,28,01,01,05,JAYACO (ZONA URBANA),0.752324134920342,28010501,02,Jayaco (Zona Urbana)
5632,02,28,01,02,05,LA CEIBA,12.2774258950987,28010502,02,La Ceiba
5633,02,28,01,03,05,JAYACO ABAJO,16.4845434104063,28010503,02,Jayaco Abajo
5634,02,28,01,01,06,LOS QUEMADOS (ZONA URBANA),2.37127994967172,28010601,02,Los Quemados (Zona Urbana)
5635,02,28,01,03,06,CRUCE DE BLANCO,98.9185777650529,28010603,02,Cruce De Blanco
5636,02,28,01,04,06,LA CUEVA,23.6628617464914,28010604,02,La Cueva
5637,02,28,02,01,01,MAIMÓN (ZONA URBANA),4.66621828889964,28020101,02,Maimón (Zona Urbana)
5638,02,28,02,02,01,HATO VIEJO,34.0928648375967,28020102,02,Hato Viejo
5639,02,28,02,03,01,LOS MARTÍNEZ,44.2359508828368,28020103,02,Los Martínez
5640,02,28,03,01,01,PIEDRA BLANCA (ZONA URBANA),3.33031901498325,28030101,02,Piedra Blanca (Zona Urbana)
5641,02,28,03,02,01,ARROYO VUELTA,32.2533723125395,28030102,02,Arroyo Vuelta
5642,02,28,03,04,01,RINCÓN DE YUBOA,38.6422659084173,28030104,02,Rincón De Yuboa
5643,02,28,03,01,02,VILLA DE SONADOR (ZONA URBANA),2.27473735939271,28030201,02,Villa De Sonador (Zona Urbana)
5644,02,28,03,02,02,LA COLONIA,38.4380293911199,28030202,02,La Colonia
5645,02,28,03,01,03,JUAN ADRIÁN (ZONA URBANA),1.12949527438351,28030301,02,Juan Adrián (Zona Urbana)
5646,02,28,03,02,03,EL ZUMBADOR,18.8348184768472,28030302,02,El Zumbador
5647,02,28,03,03,03,LOS PLÁTANOS,22.1369395553634,28030303,02,Los Plátanos
5648,02,28,03,04,03,LA YAUTÍA,18.423839843999,28030304,02,La Yautía
5649,03,06,01,01,01,SAN FRANCISCO DE MACORÍS (ZONA URBANA),39.7685170472311,06010101,03,San Francisco De Macorís (Zona Urbana)
5650,03,06,01,02,01,COLÓN,12.7298139339387,06010102,03,Colón
5651,03,06,01,03,01,GÜIZA,24.8013178146696,06010103,03,Güiza
5652,03,06,01,04,01,LA JOYA,19.6018738170346,06010104,03,La Joya
5653,03,06,01,05,01,LOS BEJUCOS,28.7327637112084,06010105,03,Los Bejucos
5654,03,06,01,07,01,LA MALENA,143.693656168348,06010107,03,La Malena
5655,03,06,01,01,02,LA PEÑA (ZONA URBANA),1.76554480726897,06010201,03,La Peña (Zona Urbana)
5656,03,06,01,02,02,LA BAJADA,47.7145235909584,06010202,03,La Bajada
5657,03,06,01,03,02,DEMAJAGUAL,12.9188958308858,06010203,03,Demajagual
5658,03,06,01,04,02,DICHOSO,5.9238103105949,06010204,03,Dichoso
6176,01,25,02,06,01,MEJÍA DE NAVARRETE,3.72187705319017,25020106,01,Mejía De Navarrete
5659,03,06,01,05,02,LAGUNA DE COTO,9.46506144816798,06010205,03,Laguna De Coto
6177,01,25,02,07,01,PONTONCITO,13.1624294484927,25020107,01,Pontoncito
5660,03,06,01,06,02,LA MESA,8.90813171212913,06010206,03,La Mesa
5661,03,06,01,07,02,PATAO,7.2287971594262,06010207,03,Patao
5662,03,06,01,08,02,LA PEÑA,139.93790570736,06010208,03,La Peña
5663,03,06,01,09,02,PONTÓN,5.20973558514605,06010209,03,Pontón
5664,03,06,01,10,02,RAMONAL,9.5080390971881,06010210,03,Ramonal
5665,03,06,01,01,03,CENOVÍ (ZONA URBANA),2.01244840077852,06010301,03,Cenoví (Zona Urbana)
5666,03,06,01,02,03,BOMBA DE CENOVÍ,24.6976523895104,06010302,03,Bomba De Cenoví
5667,03,06,01,03,03,LOS INDIOS,16.3717107863626,06010303,03,Los Indios
5668,03,06,01,04,03,CRUZ DE CENOVÍ,11.870015546426,06010304,03,Cruz De Cenoví
5669,03,06,01,05,03,PORQUERO,8.60196124248508,06010305,03,Porquero
5670,03,06,01,06,03,EL CAIMITO,13.6027180299721,06010306,03,El Caimito
5671,03,06,01,07,03,COLÓN,14.8823241019016,06010307,03,Colón
5672,03,06,01,01,04,HOYO JAYA (ZONA URBANA),1.68650014564933,06010401,03,Hoyo Jaya (Zona Urbana)
5673,03,06,01,02,04,LA PIÑA,6.77608593916232,06010402,03,La Piña
5674,03,06,01,03,04,HOYO DE JAYA,6.3802461073033,06010403,03,Hoyo De Jaya
5675,03,06,01,04,04,LOS BACILIOS,13.2498173867059,06010404,03,Los Bacilios
5676,03,06,01,05,04,NARANJO DULCE,32.8665083277197,06010405,03,Naranjo Dulce
5677,03,06,01,06,04,LOMA DE JAYA,24.0440875790174,06010406,03,Loma De Jaya
5678,03,06,01,07,04,JAYA,10.7958688357022,06010407,03,Jaya
5679,03,06,01,01,05,PRESIDENTE DON ANTONIO GUZMÁN FERNÁNDEZ (ZONA UR,1.03201706285462,06010501,03,Presidente Don Antonio Guzmán Fernández (Zona Ur
5680,03,06,01,02,05,LA GUAMA,21.3811166577171,06010502,03,La Guama
5681,03,06,01,03,05,GÉNIMO,16.1847040192148,06010503,03,Génimo
5682,03,06,02,01,01,ARENOSO (ZONA URBANA),2.4104160757455,06020101,03,Arenoso (Zona Urbana)
5683,03,06,02,02,01,LOS PLATANITOS,5.41139311042927,06020102,03,Los Platanitos
5684,03,06,02,01,02,LAS COLES (ZONA URBANA),0.638504468054968,06020201,03,Las Coles (Zona Urbana)
5685,03,06,02,02,02,LAS CARRERAS,9.80175153265358,06020202,03,Las Carreras
5686,03,06,02,03,02,LA JAGUA,61.2012191233153,06020203,03,La Jagua
5687,03,06,02,04,02,LA GARZA,19.225659148975,06020204,03,La Garza
5688,03,06,02,01,03,EL AGUACATE (ZONA URBANA),2.02514083517386,06020301,03,El Aguacate (Zona Urbana)
5689,03,06,02,02,03,EL AGUACATE,10.339364052081,06020302,03,El Aguacate
5690,03,06,02,03,03,YABACOA,14.3026722606861,06020303,03,Yabacoa
5691,03,06,02,04,03,CIÉNAGA VIEJA,16.997636711165,06020304,03,Ciénaga Vieja
5692,03,06,02,05,03,LOS HAITILES,2.50419314401961,06020305,03,Los Haitiles
5693,03,06,03,01,01,CASTILLO (ZONA URBANA),1.50443157954369,06030101,03,Castillo (Zona Urbana)
5694,03,06,03,02,01,JINA CLARA,21.4526771274062,06030102,03,Jina Clara
5695,03,06,03,03,01,JUANA DÍAZ,22.5446460069733,06030103,03,Juana Díaz
5696,03,06,03,04,01,LOS CACHONES,25.3727839342672,06030104,03,Los Cachones
5697,03,06,03,05,01,LOS LANOS,19.8253523306892,06030105,03,Los Lanos
5698,03,06,03,07,01,YAIBA ABAJO,22.0953307675625,06030107,03,Yaiba Abajo
5699,03,06,04,01,01,PIMENTEL (ZONA URBANA),5.26738622448165,06040101,03,Pimentel (Zona Urbana)
5700,03,06,04,02,01,BUENA VISTA,15.751751183725,06040102,03,Buena Vista
5701,03,06,04,03,01,CAOBETE,38.815910677071,06040103,03,Caobete
5702,03,06,04,04,01,CUABA ABAJO,47.5770615549103,06040104,03,Cuaba Abajo
5703,03,06,04,05,01,SAN FELIPE ARRIBA,13.8353259583076,06040105,03,San Felipe Arriba
5704,03,06,05,01,01,VILLA RIVA (ZONA URBANA),3.42641438785965,06050101,03,Villa Riva (Zona Urbana)
5705,03,06,05,02,01,CEIBA DE LOS PÁJAROS,50.4754749034441,06050102,03,Ceiba De Los Pájaros
5706,03,06,05,03,01,CHIRINGO,40.7603677602115,06050103,03,Chiringo
5707,03,06,05,01,02,AGUA SANTA DEL YUNA (ZONA URBANA),2.02830440950652,06050201,03,Agua Santa Del Yuna (Zona Urbana)
5708,03,06,05,02,02,CALLEJÓN DE TILO,12.0243646612447,06050202,03,Callejón De Tilo
5709,03,06,05,03,02,PARAGUAY,15.2538929008762,06050203,03,Paraguay
5710,03,06,05,04,02,LA REFORMA,7.67081254261297,06050204,03,La Reforma
5711,03,06,05,01,03,CRISTO REY DE GUARAGUAO (ZONA URBANA),2.40519049388022,06050301,03,Cristo Rey De Guaraguao (Zona Urbana)
5712,03,06,05,02,03,GUARAGUAO,24.6869379609168,06050302,03,Guaraguao
5713,03,06,05,03,03,LOS PEYNADO,46.9892052231092,06050303,03,Los Peynado
5714,03,06,05,01,04,LAS TARANAS (ZONA URBANA),2.43354067673938,06050401,03,Las Taranas (Zona Urbana)
6334,01,18,08,02,03,EL MAMEY,11.1790682277617,18080302,01,El Mamey
6335,01,18,08,02,03,LA JAIBA,55.4599108251401,18080302,01,La Jaiba
5715,03,06,05,02,04,EL ABANICO,18.9430700335829,06050402,03,El Abanico
5716,03,06,05,03,04,BOMBA DE YAIBA,39.0216730314339,06050403,03,Bomba De Yaiba
5717,03,06,05,04,04,JOBOBÁN,25.7060803816597,06050404,03,Jobobán
6336,05,21,05,03,03,EL PEDRERO,12.5029221091074,21050303,05,El Pedrero
6337,04,15,03,05,02,EL PAPAYO,40.897506642528,15030205,04,El Papayo
6338,07,10,03,03,01,LOS PINOS,139.154927249009,10030103,06,Los Pinos
6339,07,10,04,04,02,RAÍZ PICADA,19.9148440705646,10040204,06,Raíz Picada
6340,07,10,01,02,01,ARROYO BLANCO,203.515087743576,10010102,06,Arroyo Blanco
6341,02,24,01,06,01,SABANA GRANDE ABAJO,70.2419379746605,24010106,02,Sabana Grande Abajo
6342,01,25,08,03,03,COLORADO,5.33093409455023,25080303,01,Colorado
6343,04,26,02,07,01,LA LANA,7.14957591017874,26020107,04,La Lana
6344,01,25,05,05,03,LOMA DE LOS PALOS,17.1316311643552,25050305,01,Loma De Los Palos
5718,03,06,05,01,05,BARRAQUITO (ZONA URBANA),1.17201055836722,06050501,03,Barraquito (Zona Urbana)
6083,10,32,06,01,02,PALMAREJO VILLA LINDA (ZONA URBANA),0.699201051418872,32060201,10,Palmarejo Villa Linda (Zona Urbana)
6084,10,32,06,02,02,PALMAREJITO,3.58647178827229,32060202,10,Palmarejito
6345,09,30,02,02,01,EL CENTRO,301.353877179091,30020102,09,El Centro
5719,03,06,05,02,05,BARRAQUITO,20.1178393634007,06050502,03,Barraquito
5720,03,06,05,03,05,EL VENAO,0.983588891019493,06050503,03,El Venao
5721,03,06,05,04,05,LA PISTA,8.6509063134931,06050504,03,La Pista
